HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,LATITUDE,LONGITUDE,SPECIES_CODE,SEX,WIDTH,CHELA_HEIGHT,SHELL_CONDITION,SAMPLING_FACTOR
899558,199701,89,182,P-31,60.0004,-177.23561,68580,1,66,13,2,1
899389,199701,88,145,QP2625,60.11849,-173.75298,68580,1,71,13,2,4.8969
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,76,13,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,72,13,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,72,13,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,71,13,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,58,13,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,73,13,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,69,13,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,70,13,2,5.1869
899442,199701,88,133,P-23,59.99171,-171.96048,68580,1,77,13,2,1
899357,199701,88,177,V-28,62.00947,-175.83626,68580,1,77,13,2,1
899357,199701,88,177,V-28,62.00947,-175.83626,68580,1,72,13,2,1
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,71,13,2,3.1436
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,79,13,2,3.1436
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,78,13,2,3.1436
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,73,13,2,3.1436
899357,199701,88,177,V-28,62.00947,-175.83626,68580,1,59,13,2,1
899390,199701,88,146,P-26,60.00113,-173.95805,68580,1,75,13,2,1
899548,199701,89,172,U-26,61.66753,-174.43334,68580,1,73,13,2,3.3006
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,67,13,2,3.8061
899614,199701,89,126,L-22,58.65538,-171.08779,68580,1,85,13,2,3.3763
899443,199701,88,107,M-21,59.01015,-170.44743,68580,1,75,13,2,2.0096
899443,199701,88,107,M-21,59.01015,-170.44743,68580,1,76,13,2,2.0096
899395,199701,88,87,JI2019,57.8329,-169.38153,68580,1,76,13,2,4.8891
899443,199701,88,107,M-21,59.01015,-170.44743,68580,1,75,13,2,2.0096
899443,199701,88,107,M-21,59.01015,-170.44743,68580,1,73,13,2,2.0096
899397,199701,88,89,K-19,58.32131,-169.11206,68580,1,74,13,2,2.9967
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,72,13,2,3.4069
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,73,13,2,3.4069
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,70,13,2,3.4069
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,76,13,2,5.2871
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,70,13,2,5.2871
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,67,13,2,5.2871
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,71,13,2,5.2871
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,77,13,2,3.4069
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,75,13,2,3.4069
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,81,13,2,3.4069
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,73,13,2,3.4069
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,74,13,2,3.8061
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,70,13,2,3.8061
899390,199701,88,146,P-26,60.00113,-173.95805,68580,1,76,13,2,1
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,70,13,2,6.969
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,75,13,2,5.2871
899376,199701,88,168,QP2726,60.16315,-174.35568,68580,1,86,13,2,1
899364,199701,88,184,Q-29,60.33305,-176.04015,68580,1,61,13,2,1.3981
899356,199701,88,176,V-27,62.00986,-175.16712,68580,1,70,13,2,1.84
899570,199701,89,166,Q-28,60.3189,-175.38748,68580,1,58,13,2,1
899546,199701,89,170,T-27,61.33654,-175.02826,68580,1,70,13,2,5.5161
899551,199701,89,175,T-30,61.32265,-176.97329,68580,1,81,13,2,2.3548
899353,199701,88,173,T-25,61.33218,-173.57794,68580,1,61,13,2,21.1265
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,72,13,2,3.4069
899553,199701,89,177,S-31,60.96176,-177.63546,68580,1,76,13,2,1.7556
899443,199701,88,107,M-21,59.01015,-170.44743,68580,1,80,13,2,2.0096
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,73,13,2,3.8061
899398,199701,88,90,L-19,58.65443,-169.13069,68580,1,75,14,2,2.1854
899445,199701,88,109,K-21,58.3383,-170.39978,68580,1,79,14,2,4.0808
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,75,14,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,78,14,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,80,14,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,80,14,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,88,14,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,80,14,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,85,14,2,1.8892
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,84,14,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,78,14,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,73,14,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,79,14,2,5.0669
899620,199701,89,104,O-20,59.66909,-169.92096,68580,1,77,14,2,1
899621,199701,89,105,N-20,59.33449,-169.8728,68580,1,75,14,2,1
899632,199701,89,88,K-18,58.33521,-168.47423,68580,1,85,14,2,1
899632,199701,89,88,K-18,58.33521,-168.47423,68580,1,81,14,2,1
899619,199701,89,103,P-20,60.00274,-169.96988,68580,1,82,14,2,1
899619,199701,89,103,P-20,60.00274,-169.96988,68580,1,80,14,2,1
899619,199701,89,103,P-20,60.00274,-169.96988,68580,1,75,14,2,1
899628,199701,89,112,JI2120,57.83015,-169.97872,68580,1,78,14,2,4.3985
899628,199701,89,112,JI2120,57.83015,-169.97872,68580,1,76,14,2,4.3985
899625,199701,89,109,J-20,58.00468,-169.69854,68580,1,83,14,2,3.9855
899611,199701,89,123,I-22,57.66577,-170.89562,68580,1,86,14,2,1.832
899489,199701,88,49,G-05,56.99429,-165.2236,68580,1,64,14,2,1.8838
899440,199701,88,131,P-24,59.99977,-172.64969,68580,1,75,14,2,1
899440,199701,88,131,P-24,59.99977,-172.64969,68580,1,77,14,2,1
899440,199701,88,131,P-24,59.99977,-172.64969,68580,1,80,14,2,1
899368,199701,88,138,S-24,61.00203,-172.82256,68580,1,69,14,2,8.1
899368,199701,88,138,S-24,61.00203,-172.82256,68580,1,70,14,2,8.1
899481,199701,88,69,J-01,57.99717,-167.8105,68580,1,83,14,2,1
899501,199701,88,32,F-07,56.66437,-164.00664,68580,1,68,14,2,1
899490,199701,88,50,F-05,56.66056,-165.23913,68580,1,67,14,2,1
899506,199701,88,65,I-03,57.66319,-166.5111,68580,1,88,14,2,1
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,77,14,2,3.1436
899368,199701,88,138,S-24,61.00203,-172.82256,68580,1,74,14,2,8.1
899462,199701,88,125,K-23,58.34035,-171.65158,68580,1,80,14,2,1
899580,199701,89,148,M-24,59.00862,-172.43213,68580,1,77,14,2,1.9527
899392,199701,88,148,O-26,59.6622,-173.86285,68580,1,79,14,2,1.644
899392,199701,88,148,O-26,59.6622,-173.86285,68580,1,82,14,2,1.644
899496,199701,88,55,A-05,54.98308,-165.16691,68580,1,67,14,2,1
899498,199701,88,29,D-07,56.0123,-163.9587,68580,1,66,14,2,1
899547,199701,89,171,U-27,61.65323,-175.08361,68580,1,77,14,2,2.5744
899550,199701,89,174,U-29,61.66378,-176.4612,68580,1,78,14,2,2.9563
899550,199701,89,174,U-29,61.66378,-176.4612,68580,1,81,14,2,2.9563
899358,199701,88,178,U-28,61.66414,-175.78217,68580,1,73,14,2,1
899358,199701,88,178,U-28,61.66414,-175.78217,68580,1,78,14,2,1
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,80,14,2,6.969
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,83,14,2,6.969
899491,199701,88,72,G-01,57.00846,-167.70407,68580,1,78,14,2,1
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,77,14,2,6.969
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,75,14,2,6.969
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,75,14,2,6.969
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,77,14,2,6.969
899611,199701,89,123,I-22,57.66577,-170.89562,68580,1,81,14,2,1.832
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,85,14,2,6.969
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,78,14,2,6.969
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,78,14,2,6.969
899450,199701,88,114,I-21,57.66281,-170.29537,68580,1,79,14,2,3.0712
899359,199701,88,179,T-29,61.33899,-176.30375,68580,1,61,14,2,1
899361,199701,88,181,R-29,60.67129,-176.19208,68580,1,83,14,2,2.1711
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,72,14,2,5.2871
899588,199701,89,128,N-22,59.32217,-171.18079,68580,1,83,14,2,4.7197
899571,199701,89,167,R-28,60.67881,-175.46123,68580,1,79,14,2,1
899571,199701,89,167,R-28,60.67881,-175.46123,68580,1,70,14,2,1
899437,199701,88,128,N-23,59.34074,-171.82707,68580,1,63,14,2,2.2481
899727,199701,89,183,P-30,60.00471,-176.74834,68580,1,63,14,2,1
899588,199701,89,128,N-22,59.32217,-171.18079,68580,1,85,14,2,4.7197
899588,199701,89,128,N-22,59.32217,-171.18079,68580,1,86,14,2,4.7197
899364,199701,88,184,Q-29,60.33305,-176.04015,68580,1,85,14,2,1.3981
899364,199701,88,184,Q-29,60.33305,-176.04015,68580,1,77,14,2,1.3981
899443,199701,88,107,M-21,59.01015,-170.44743,68580,1,78,14,2,2.0096
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,77,14,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,73,14,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,78,14,2,5.1869
899389,199701,88,145,QP2625,60.11849,-173.75298,68580,1,77,14,2,4.8969
899359,199701,88,179,T-29,61.33899,-176.30375,68580,1,80,14,2,1
899359,199701,88,179,T-29,61.33899,-176.30375,68580,1,76,14,2,1
899507,199701,88,66,J-03,58.0018,-166.52314,68580,1,67,14,2,1
899600,199701,89,140,P-25,59.99776,-173.27691,68580,1,82,14,2,6.4273
899600,199701,89,140,P-25,59.99776,-173.27691,68580,1,79,14,2,6.4273
899600,199701,89,140,P-25,59.99776,-173.27691,68580,1,83,14,2,6.4273
899389,199701,88,145,QP2625,60.11849,-173.75298,68580,1,74,14,2,4.8969
899389,199701,88,145,QP2625,60.11849,-173.75298,68580,1,74,14,2,4.8969
899390,199701,88,146,P-26,60.00113,-173.95805,68580,1,79,14,2,1
899390,199701,88,146,P-26,60.00113,-173.95805,68580,1,78,14,2,1
899390,199701,88,146,P-26,60.00113,-173.95805,68580,1,77,14,2,1
899390,199701,88,146,P-26,60.00113,-173.95805,68580,1,78,14,2,1
899402,199701,88,149,ON2625,59.49241,-173.49465,68580,1,63,14,2,1
899402,199701,88,149,ON2625,59.49241,-173.49465,68580,1,68,14,2,1
899389,199701,88,145,QP2625,60.11849,-173.75298,68580,1,76,14,2,4.8969
899500,199701,88,31,E-07,56.32808,-163.99452,68580,1,68,14,2,1
899500,199701,88,31,E-07,56.32808,-163.99452,68580,1,64,14,2,1
899390,199701,88,146,P-26,60.00113,-173.95805,68580,1,79,14,2,1
899552,199701,89,176,S-30,61.0125,-176.96778,68580,1,82,14,2,1.7568
899552,199701,89,176,S-30,61.0125,-176.96778,68580,1,84,14,2,1.7568
899552,199701,89,176,S-30,61.0125,-176.96778,68580,1,83,14,2,1.7568
899552,199701,89,176,S-30,61.0125,-176.96778,68580,1,84,14,2,1.7568
899393,199701,88,135,R-23,60.67371,-172.11779,68580,1,63,14,2,2.0138
899481,199701,88,69,J-01,57.99717,-167.8105,68580,1,92,14,2,1
899481,199701,88,69,J-01,57.99717,-167.8105,68580,1,91,14,2,1
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,78,14,2,3.1436
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,63,14,2,3.1436
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,70,14,2,3.1436
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,78,14,2,3.1436
899403,199701,88,150,N-25,59.33395,-173.16317,68580,1,78,14,2,2.5714
899393,199701,88,135,R-23,60.67371,-172.11779,68580,1,63,14,2,2.0138
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,78,14,2,3.8061
899361,199701,88,181,R-29,60.67129,-176.19208,68580,1,75,14,2,2.1711
899569,199701,89,165,P-28,60.00927,-175.26677,68580,1,67,14,2,2
899580,199701,89,148,M-24,59.00862,-172.43213,68580,1,78,14,2,1.9527
899546,199701,89,170,T-27,61.33654,-175.02826,68580,1,80,14,2,5.5161
899546,199701,89,170,T-27,61.33654,-175.02826,68580,1,76,14,2,5.5161
899546,199701,89,170,T-27,61.33654,-175.02826,68580,1,78,14,2,5.5161
899361,199701,88,181,R-29,60.67129,-176.19208,68580,1,79,14,2,2.1711
899457,199701,88,134,Q-23,60.33652,-172.07186,68580,1,64,14,2,1
899457,199701,88,134,Q-23,60.33652,-172.07186,68580,1,65,14,2,1
899547,199701,89,171,U-27,61.65323,-175.08361,68580,1,80,14,2,2.5744
899450,199701,88,114,I-21,57.66281,-170.29537,68580,1,79,14,2,3.0712
899379,199701,88,171,S-27,61.00281,-174.91199,68580,1,80,14,2,2.8737
899379,199701,88,171,S-27,61.00281,-174.91199,68580,1,77,14,2,2.8737
899578,199701,89,146,O-24,59.6746,-172.57683,68580,1,81,14,2,2.5881
899590,199701,89,130,P-22,59.98865,-171.30371,68580,1,89,14,2,2.4525
899590,199701,89,130,P-22,59.98865,-171.30371,68580,1,82,14,2,2.4525
899590,199701,89,130,P-22,59.98865,-171.30371,68580,1,89,14,2,2.4525
899590,199701,89,130,P-22,59.98865,-171.30371,68580,1,86,14,2,2.4525
899590,199701,89,130,P-22,59.98865,-171.30371,68580,1,79,14,2,2.4525
899443,199701,88,107,M-21,59.01015,-170.44743,68580,1,80,14,2,2.0096
899572,199701,89,168,S-28,60.98439,-175.55507,68580,1,77,14,2,3.6207
899572,199701,89,168,S-28,60.98439,-175.55507,68580,1,76,14,2,3.6207
899572,199701,89,168,S-28,60.98439,-175.55507,68580,1,74,14,2,3.6207
899572,199701,89,168,S-28,60.98439,-175.55507,68580,1,80,14,2,3.6207
899551,199701,89,175,T-30,61.32265,-176.97329,68580,1,73,14,2,2.3548
899450,199701,88,114,I-21,57.66281,-170.29537,68580,1,77,14,2,3.0712
899552,199701,89,176,S-30,61.0125,-176.96778,68580,1,82,14,2,1.7568
899546,199701,89,170,T-27,61.33654,-175.02826,68580,1,82,14,2,5.5161
899546,199701,89,170,T-27,61.33654,-175.02826,68580,1,77,14,2,5.5161
899378,199701,88,170,R-27,60.66108,-174.82973,68580,1,72,14,2,1
899378,199701,88,170,R-27,60.66108,-174.82973,68580,1,66,14,2,1
899552,199701,89,176,S-30,61.0125,-176.96778,68580,1,77,14,2,1.7568
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,71,14,2,5.2871
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,79,14,2,5.2871
899472,199701,88,61,E-03,56.36453,-166.42328,68580,1,65,14,2,1
899394,199701,88,136,S-23,60.99494,-172.15692,68580,1,66,14,2,2.4357
899545,199701,89,169,T-28,61.33575,-175.67388,68580,1,79,14,2,1
899437,199701,88,128,N-23,59.34074,-171.82707,68580,1,76,14,2,2.2481
899592,199701,89,132,P-21,59.99359,-170.62237,68580,1,86,14,2,3.7179
899592,199701,89,132,P-21,59.99359,-170.62237,68580,1,82,14,2,3.7179
899592,199701,89,132,P-21,59.99359,-170.62237,68580,1,86,14,2,3.7179
899592,199701,89,132,P-21,59.99359,-170.62237,68580,1,87,14,2,3.7179
899592,199701,89,132,P-21,59.99359,-170.62237,68580,1,83,14,2,3.7179
899592,199701,89,132,P-21,59.99359,-170.62237,68580,1,83,14,2,3.7179
899548,199701,89,172,U-26,61.66753,-174.43334,68580,1,74,14,2,3.3006
899548,199701,89,172,U-26,61.66753,-174.43334,68580,1,72,14,2,3.3006
899548,199701,89,172,U-26,61.66753,-174.43334,68580,1,78,14,2,3.3006
899573,199701,89,141,PO2625,59.83952,-173.59055,68580,1,77,14,2,3.3504
899550,199701,89,174,U-29,61.66378,-176.4612,68580,1,80,14,2,2.9563
899403,199701,88,150,N-25,59.33395,-173.16317,68580,1,68,14,2,2.5714
899403,199701,88,150,N-25,59.33395,-173.16317,68580,1,78,14,2,2.5714
899362,199701,88,182,R-30,60.67415,-176.80743,68580,1,81,14,2,2.0145
899362,199701,88,182,R-30,60.67415,-176.80743,68580,1,63,14,2,2.0145
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,76,14,2,3.8061
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,80,14,2,3.8061
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,76,14,2,3.8061
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,75,14,2,3.8061
899457,199701,88,134,Q-23,60.33652,-172.07186,68580,1,67,14,2,1
899558,199701,89,182,P-31,60.0004,-177.23561,68580,1,66,14,2,1
899555,199701,89,179,R-32,60.66399,-178.1939,68580,1,69,14,2,1
899414,199701,88,106,N-21,59.32822,-170.57194,68580,1,69,14,2,2.4604
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,76,14,2,3.4069
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,77,14,2,5.1869
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,77,14,2,5.1869
899392,199701,88,148,O-26,59.6622,-173.86285,68580,1,79,14,2,1.644
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,78,14,2,3.1436
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,78,14,2,3.1436
899554,199701,89,178,R-31,60.67212,-177.50257,68580,1,63,14,2,2.3617
899550,199701,89,174,U-29,61.66378,-176.4612,68580,1,76,14,2,2.9563
899406,199701,88,153,N-28,59.33604,-175.1098,68580,1,69,14,2,1
899728,199701,89,184,O-31,59.6719,-177.15032,68580,1,59,14,2,1
899553,199701,89,177,S-31,60.96176,-177.63546,68580,1,72,14,2,1.7556
899553,199701,89,177,S-31,60.96176,-177.63546,68580,1,80,14,2,1.7556
899553,199701,89,177,S-31,60.96176,-177.63546,68580,1,76,14,2,1.7556
899394,199701,88,136,S-23,60.99494,-172.15692,68580,1,74,14,2,2.4357
899570,199701,89,166,Q-28,60.3189,-175.38748,68580,1,78,14,2,1
899570,199701,89,166,Q-28,60.3189,-175.38748,68580,1,65,14,2,1
899378,199701,88,170,R-27,60.66108,-174.82973,68580,1,72,14,2,1
899379,199701,88,171,S-27,61.00281,-174.91199,68580,1,77,14,2,2.8737
899376,199701,88,168,QP2726,60.16315,-174.35568,68580,1,77,14,2,1
899614,199701,89,126,L-22,58.65538,-171.08779,68580,1,81,14,2,3.3763
899614,199701,89,126,L-22,58.65538,-171.08779,68580,1,87,14,2,3.3763
899614,199701,89,126,L-22,58.65538,-171.08779,68580,1,77,14,2,3.3763
899614,199701,89,126,L-22,58.65538,-171.08779,68580,1,86,14,2,3.3763
899443,199701,88,107,M-21,59.01015,-170.44743,68580,1,83,14,2,2.0096
899397,199701,88,89,K-19,58.32131,-169.11206,68580,1,83,14,2,2.9967
899397,199701,88,89,K-19,58.32131,-169.11206,68580,1,82,14,2,2.9967
899397,199701,88,89,K-19,58.32131,-169.11206,68580,1,80,14,2,2.9967
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,76,14,2,5.2871
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,72,14,2,5.2871
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,76,14,2,5.2871
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,75,14,2,5.2871
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,77,14,2,5.2871
899371,199701,88,141,S-26,61.00633,-174.19123,68580,1,77,14,2,5.2871
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,70,14,2,3.4069
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,78,14,2,3.4069
899387,199701,88,143,Q-26,60.33246,-174.06262,68580,1,75,14,2,3.4069
899370,199701,88,140,S-25,60.99743,-173.48762,68580,1,74,14,2,3.8061
899360,199701,88,180,S-29,60.99584,-176.2895,68580,1,83,14,2,1.9684
899360,199701,88,180,S-29,60.99584,-176.2895,68580,1,75,14,2,1.9684
899496,199701,88,55,A-05,54.98308,-165.16691,68580,1,69,14,2,1
899390,199701,88,146,P-26,60.00113,-173.95805,68580,1,78,14,2,1
899359,199701,88,179,T-29,61.33899,-176.30375,68580,1,74,14,2,1
899529,199701,88,28,C-07,55.67184,-163.99966,68580,1,76,14,2,1
899389,199701,88,145,QP2625,60.11849,-173.75298,68580,1,77,14,2,4.8969
899522,199701,88,51,E-05,56.33323,-165.20703,68580,1,69,14,2,1
899576,199701,89,144,O-25,59.6779,-173.23172,68580,1,85,14,2,1
899372,199701,88,142,R-26,60.66564,-174.13028,68580,1,72,14,2,5.1869
899546,199701,89,170,T-27,61.33654,-175.02826,68580,1,74,14,2,5.5161
899361,199701,88,181,R-29,60.67129,-176.19208,68580,1,74,14,2,2.1711
899396,199701,88,88,J-19,58.01249,-169.07839,68580,1,87,14,2,5.1381
899379,199701,88,171,S-27,61.00281,-174.91199,68580,1,74,14,2,2.8737
899578,199701,89,146,O-24,59.6746,-172.57683,68580,1,75,14,2,2.5881
899572,199701,89,168,S-28,60.98439,-175.55507,68580,1,74,14,2,3.6207
899546,199701,89,170,T-27,61.33654,-175.02826,68580,1,74,14,2,5.5161
899394,199701,88,136,S-23,60.99494,-172.15692,68580,1,78,14,2,2.4357
899380,199701,88,172,T-26,61.33229,-174.33533,68580,1,64,14,2,7.4539
899592,199701,89,132,P-21,59.99359,-170.62237,68580,1,79,14,2,3.7179
899392,199701,88,148,O-26,59.6622,-173.86285,68580,1,75,14,2,1.644
899621,199701,89,105,N-20,59.33449,-169.8728,68580,1,75,14,2,1
899628,199701,89,112,JI2120,57.83015,-169.97872,68580,1,78,14,2,4.3985
899498,199701,88,29,D-07,56.0123,-163.9587,68580,1,65,14,2,1
899411,199701,88,103,P-19,59.99741,-169.28785,68580,1,88,15,2,1
899446,199701,88,110,J-21,58.00412,-170.33843,68580,1,100,15,2,3.6
899446,199701,88,110,J-21,58.00412,-170.33843,68580,1,77,15,2,3.6
899445,199701,88,109,K-21,58.3383,-170.39978,68580,1,79,15,2,4.0808
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,84,15,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,84,15,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,84,15,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,84,15,2,1.8892
899624,199701,89,108,K-20,58.33604,-169.74179,68580,1,80,15,2,1.8892
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,80,15,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,88,15,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,90,15,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,87,15,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,85,15,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,84,15,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,82,15,2,5.0669
899622,199701,89,106,M-20,58.9991,-169.83713,68580,1,78,15,2,5.0669
899620,199701,89,104,O-20,59.66909,-169.92096,68580,1,82,15,2,1
899621,199701,89,105,N-20,59.33449,-169.8728,68580,1,88,15,2,1
899621,199701,89,105,N-20,59.33449,-169.8728,68580,1,86,15,2,1
899621,199701,89,105,N-20,59.33449,-169.8728,68580,1,89,15,2,1
899632,199701,89,88,K-18,58.33521,-168.47423,68580,1,84,15,2,1
899632,199701,89,88,K-18,58.33521,-168.47423,68580,1,97,15,2,1
899632,199701,89,88,K-18,58.33521,-168.47423,68580,1,78,15,2,1
899619,199701,89,103,P-20,60.00274,-169.96988,68580,1,90,15,2,1
899619,199701,89,103,P-20,60.00274,-169.96988,68580,1,80,15,2,1
899628,199701,89,112,JI2120,57.83015,-169.97872,68580,1,72,15,2,4.3985
899628,199701,89,112,JI2120,57.83015,-169.97872,68580,1,86,15,2,4.3985
899625,199701,89,109,J-20,58.00468,-169.69854,68580,1,84,15,2,3.9855
899450,199701,88,114,I-21,57.66281,-170.29537,68580,1,89,15,2,3.0712
899450,199701,88,114,I-21,57.66281,-170.29537,68580,1,87,15,2,3.0712
899392,199701,88,148,O-26,59.6622,-173.86285,68580,1,81,15,2,1.644
899392,199701,88,148,O-26,59.6622,-173.86285,68580,1,85,15,2,1.644
899440,199701,88,131,P-24,59.99977,-172.64969,68580,1,78,15,2,1
899368,199701,88,138,S-24,61.00203,-172.82256,68580,1,69,15,2,8.1
899390,199701,88,146,P-26,60.00113,-173.95805,68580,1,85,15,2,1
899368,199701,88,138,S-24,61.00203,-172.82256,68580,1,67,15,2,8.1
899481,199701,88,69,J-01,57.99717,-167.8105,68580,1,85,15,2,1
899501,199701,88,32,F-07,56.66437,-164.00664,68580,1,72,15,2,1
899490,199701,88,50,F-05,56.66056,-165.23913,68580,1,72,15,2,1
899368,199701,88,138,S-24,61.00203,-172.82256,68580,1,62,15,2,8.1
899368,199701,88,138,S-24,61.00203,-172.82256,68580,1,85,15,2,8.1
899580,199701,89,148,M-24,59.00862,-172.43213,68580,1,83,15,2,1.9527
899580,199701,89,148,M-24,59.00862,-172.43213,68580,1,86,15,2,1.9527
899437,199701,88,128,N-23,59.34074,-171.82707,68580,1,68,15,2,2.2481
899463,199701,88,126,L-23,58.68149,-171.75134,68580,1,78,15,2,3.1436
899379,199701,88,171,S-27,61.00281,-174.91199,68580,1,77,15,2,2.8737
899577,199701,89,145,ON2524,59.50675,-172.89908,68580,1,85,15,2,1
899577,199701,89,145,ON2524,59.50675,-172.89908,68580,1,89,15,2,1
899547,199701,89,171,U-27,61.65323,-175.08361,68580,1,70,15,2,2.5744
899550,199701,89,174,U-29,61.66378,-176.4612,68580,1,79,15,2,2.9563
899491,199701,88,72,G-01,57.00846,-167.70407,68580,1,71,15,2,1
899611,199701,89,123,I-22,57.66577,-170.89562,68580,1,89,15,2,1.832
899450,199701,88,114,I-21,57.66281,-170.29537,68580,1,84,15,2,3.0712
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,78,15,2,6.969
899611,199701,89,123,I-22,57.66577,-170.89562,68580,1,87,15,2,1.832
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,82,15,2,6.969
899589,199701,89,129,O-22,59.66906,-171.2623,68580,1,81,15,2,6.969
899454,199701,88,71,H-01,57.32016,-167.73438,68580,1,92,15,2,1.9362
899359,199701,88,179,T-29,61.33899,-176.30375,68580,1,75,15,2,1
